ID_Date,ID_Place,ID_Mag,mag,depth,dmin
Date_0508,Place_0508,mb,4.3,10.1,86.402
Date_0509,Place_0509,mb,4.3,13.01,31.358
Date_0510,Place_0510,mb,4.1,10.0,43.368
Date_0511,Place_0511,mb,4.4,197.18,182.59
Date_0512,Place_0512,mwr,4.3,28.84,35.695
Date_0513,Place_0513,mwr,4.5,18.16,61.938
Date_0514,Place_0514,mb,4.3,35.0,51.819
Date_0515,Place_0515,mb,4.3,114.67,72.28
Date_0516,Place_0516,mb,4.3,10.0,60.826
Date_0517,Place_0517,mb,4.1,204.05,121.542
Date_0518,Place_0518,mwr,4.0,15.09,63.606
Date_0519,Place_0519,mb,4.0,31.41,6.45
Date_0520,Place_0520,mb,4.5,117.83,72.614
Date_0521,Place_0521,mww,5.1,15.17,55.155
Date_0522,Place_0522,mb,4.3,22.96,52.598
Date_0523,Place_0523,mb,4.4,226.54,140.112
Date_0524,Place_0524,mb,4.1,112.46,33.694
Date_0525,Place_0525,mb,4.6,26.42,328.596
Date_0526,Place_0526,mwr,4.3,50.13,31.581
Date_0527,Place_0527,mwr,4.3,11.3,147.34
Date_0528,Place_0528,mwr,4.8,80.68,10.786
Date_0529,Place_0529,mb,4.0,17.17,45.37
Date_0530,Place_0530,mb,4.4,191.7,173.583
Date_0531,Place_0531,ml,4.1,29.84,61.827
Date_0532,Place_0532,mb,4.4,25.14,2.558
Date_0533,Place_0533,mb,4.5,108.71,44.258
Date_0534,Place_0534,mb,4.3,30.52,31.914
Date_0535,Place_0535,mb,4.5,203.38,186.705
Date_0536,Place_0536,mb,4.0,114.09,82.51
Date_0537,Place_0537,mb,4.1,128.82,66.72
Date_0538,Place_0538,mww,5.4,8.21,195.601
Date_0539,Place_0539,mwr,4.5,50.94,73.17
Date_0540,Place_0540,mb,4.3,250.83,214.838
Date_0541,Place_0541,mb,4.1,13.4,226.848
Date_0542,Place_0542,mb,4.4,10.0,347.166
Date_0543,Place_0543,mb,4.3,110.82,77.951
Date_0544,Place_0544,mb,4.0,139.42,114.202
Date_0545,Place_0545,mww,5.4,231.48,218.063
Date_0546,Place_0546,mwr,4.8,44.83,124.878
Date_0547,Place_0547,mb,4.4,27.22,60.604
Date_0548,Place_0548,mb,4.5,17.03,49.039
Date_0549,Place_0549,mb,4.5,10.0,130.326
Date_0550,Place_0550,mwr,4.4,130.2,62.272
Date_0551,Place_0551,mb,4.3,115.58,87.403
Date_0552,Place_0552,mb,4.4,185.44,164.465
Date_0553,Place_0553,mb,4.3,196.25,133.885
Date_0554,Place_0554,mb,4.3,107.02,84.401
Date_0555,Place_0555,mwr,4.7,10.0,47.26
Date_0556,Place_0556,mb,4.6,108.29,33.916
Date_0557,Place_0557,mb,4.2,149.13,130.771
Date_0558,Place_0558,mb,4.3,40.98,0.778
Date_0559,Place_0559,mb,4.1,54.44,64.607
Date_0560,Place_0560,mb,4.5,104.62,60.493
Date_0561,Place_0561,mb,4.1,97.48,16.68
Date_0562,Place_0562,mb,4.2,174.82,181.812
Date_0563,Place_0563,mb,4.3,26.68,34.138
Date_0564,Place_0564,mb,4.2,109.5,16.68
Date_0565,Place_0565,mwr,4.6,104.17,17.57
Date_0566,Place_0566,mwr,4.6,10.0,315.808
Date_0567,Place_0567,mb,4.2,45.58,20.906
Date_0568,Place_0568,mwr,4.6,52.77,23.574
Date_0569,Place_0569,mwr,4.6,164.34,154.568
Date_0570,Place_0570,mb,4.2,86.26,49.039
Date_0571,Place_0571,mb,4.2,185.09,181.145
Date_0572,Place_0572,mb,4.2,204.14,164.576
Date_0573,Place_0573,mb,4.2,10.0,35.918
Date_0574,Place_0574,mwr,4.5,194.06,188.929
Date_0575,Place_0575,mwr,4.9,4.73,50.93
Date_0576,Place_0576,mb,4.2,104.27,69.055
Date_0577,Place_0577,mww,5.2,114.75,89.294
Date_0578,Place_0578,mb,4.5,225.3,133.329
Date_0579,Place_0579,mb,4.0,112.97,79.174
Date_0580,Place_0580,mb,4.0,43.41,12.566
Date_0581,Place_0581,mb,4.4,101.49,76.394
Date_0582,Place_0582,mb,4.4,225.56,231.407
Date_0583,Place_0583,mww,5.0,191.56,324.482
Date_0584,Place_0584,mb,4.2,229.2,163.464
Date_0585,Place_0585,mb,4.4,10.0,41.589
Date_0586,Place_0586,mb,4.0,194.97,174.028
Date_0587,Place_0587,mb,4.1,10.0,60.715
Date_0588,Place_0588,mb,4.1,122.63,73.837
Date_0589,Place_0589,mb,4.4,16.95,14.901
Date_0590,Place_0590,mwr,4.7,118.93,73.281
Date_0591,Place_0591,mb,4.3,37.42,50.262
Date_0592,Place_0592,mwr,4.2,5.83,70.278
Date_0593,Place_0593,mb,4.2,10.0,42.367
Date_0594,Place_0594,mb,4.4,120.85,55.489
Date_0595,Place_0595,mb,4.4,201.05,178.698
Date_0596,Place_0596,mb,4.3,185.03,181.034
Date_0597,Place_0597,mb,4.2,10.0,42.034
Date_0598,Place_0598,mb,4.4,175.44,279.557
Date_0599,Place_0599,mb,4.2,137.8,121.097
Date_0600,Place_0600,mb,3.8,35.94,32.137
Date_0601,Place_0601,mb,4.4,134.93,53.376
Date_0602,Place_0602,mb,4.0,10.0,36.696
Date_0603,Place_0603,mww,5.4,10.0,71.279
Date_0604,Place_0604,mb,4.4,113.18,97.411
Date_0605,Place_0605,mb,4.4,10.0,41.366
Date_0606,Place_0606,mb,4.2,224.46,261.876
Date_0607,Place_0607,mb,4.3,143.45,81.621
Date_0608,Place_0608,mb,4.5,109.5,42.145
Date_0609,Place_0609,mb,3.8,85.48,10.342
Date_0610,Place_0610,mb,4.0,195.16,161.24
Date_0611,Place_0611,ml,4.0,10.0,37.697
Date_0612,Place_0612,mb,4.4,200.33,173.806
Date_0613,Place_0613,mwr,4.4,10.0,56.156
Date_0614,Place_0614,mb,4.2,10.0,43.702
Date_0615,Place_0615,mb,4.4,55.51,55.711
Date_0616,Place_0616,mb,4.2,193.26,158.238
Date_0617,Place_0617,mb,4.6,230.16,144.226
Date_0618,Place_0618,mb,4.5,197.22,172.36
Date_0619,Place_0619,mwr,4.6,113.11,53.71
Date_0620,Place_0620,mb,4.2,226.72,162.797
Date_0621,Place_0621,mwr,4.4,106.28,107.753
Date_0622,Place_0622,mb,4.4,117.33,97.522
Date_0623,Place_0623,mb,4.1,114.57,60.048
Date_0624,Place_0624,ml,3.8,31.83,12.01
Date_0625,Place_0625,mb,4.3,187.15,71.39
Date_0626,Place_0626,mb,4.4,108.92,60.382
Date_0627,Place_0627,mwr,4.5,10.0,76.394
Date_0628,Place_0628,mb,4.5,10.0,151.899
Date_0629,Place_0629,mb,4.1,19.03,116.982
Date_0630,Place_0630,ml,2.7,65.78,14.345
Date_0631,Place_0631,mb,4.0,96.68,35.362
Date_0632,Place_0632,mb,4.3,105.61,26.577
Date_0633,Place_0633,mwr,4.3,36.31,59.603
Date_0634,Place_0634,mww,5.8,33.0,59.714
Date_0635,Place_0635,mwr,4.3,34.4,96.744
Date_0636,Place_0636,mb,4.1,10.0,52.375
Date_0637,Place_0637,mb,4.3,10.0,38.809
Date_0638,Place_0638,mb,4.1,10.0,60.938
Date_0639,Place_0639,mwr,4.7,249.99,211.28
Date_0640,Place_0640,mwr,4.7,99.69,63.718
Date_0641,Place_0641,mwr,4.7,10.0,48.594
Date_0642,Place_0642,mww,5.6,145.0,77.284
Date_0643,Place_0643,mb,4.1,23.27,73.948
Date_0644,Place_0644,mb,4.2,10.0,83.845
Date_0645,Place_0645,mb,4.7,12.84,80.954
Date_0646,Place_0646,mb,4.2,57.59,68.054
Date_0647,Place_0647,mwr,4.2,103.86,70.167
Date_0648,Place_0648,mb,4.4,196.18,184.258
Date_0649,Place_0649,mb,4.2,107.78,21.906
Date_0650,Place_0650,mb,4.2,201.32,147.896
Date_0651,Place_0651,mb,4.3,51.7,49.262
Date_0652,Place_0652,mb,4.3,10.0,50.707
Date_0653,Place_0653,mwr,4.3,34.82,76.617
Date_0654,Place_0654,mb,4.2,100.53,9.674
Date_0655,Place_0655,mb,4.6,168.71,267.436
Date_0656,Place_0656,mwr,4.0,10.0,100.747
Date_0657,Place_0657,mb,4.1,10.0,105.529
Date_0658,Place_0658,mb,4.2,10.0,104.75
Date_0659,Place_0659,mb,4.1,10.0,111.867
Date_0660,Place_0660,mb,4.1,117.63,64.718
Date_0661,Place_0661,mb,4.2,10.0,105.084
Date_0662,Place_0662,mb,4.1,10.0,105.862
Date_0663,Place_0663,mb,4.2,10.0,104.639
Date_0664,Place_0664,mb,4.4,10.0,103.194
Date_0665,Place_0665,mww,5.5,13.0,103.75
Date_0666,Place_0666,mb,4.2,64.51,9.897
Date_0667,Place_0667,mwr,4.5,256.63,134.33
Date_0668,Place_0668,mb,4.4,10.0,95.632
Date_0669,Place_0669,mb,4.5,10.0,101.859
Date_0670,Place_0670,mwr,4.2,6.0,150.009
Date_0671,Place_0671,mb,4.2,106.62,27.022
Date_0672,Place_0672,mb,4.2,105.52,97.856
Date_0673,Place_0673,mb,4.4,10.0,101.748
Date_0674,Place_0674,mb,4.2,10.0,102.86
Date_0675,Place_0675,mb,4.2,3.03,103.861
Date_0676,Place_0676,mww,5.0,10.34,101.97
Date_0677,Place_0677,mb,4.4,117.26,71.057
Date_0678,Place_0678,mww,5.1,10.0,103.75
Date_0679,Place_0679,mww,5.2,8.84,107.753
Date_0680,Place_0680,mww,5.1,12.76,107.53
Date_0681,Place_0681,mwr,4.5,27.78,70.834
Date_0682,Place_0682,mb,4.5,276.49,181.145
Date_0683,Place_0683,mwr,4.2,137.21,106.418
Date_0684,Place_0684,mb,4.1,117.61,55.378
Date_0685,Place_0685,mb,4.2,29.94,108.865
Date_0686,Place_0686,mww,4.9,10.0,48.261
Date_0687,Place_0687,mb,4.4,46.9,27.578
Date_0688,Place_0688,mwr,4.4,100.13,29.023
Date_0689,Place_0689,mb,4.0,57.8,31.136
Date_0690,Place_0690,ml,3.6,65.3,45.703
Date_0691,Place_0691,mb,4.3,137.49,124.322
Date_0692,Place_0692,mb,4.0,238.41,226.403
Date_0693,Place_0693,mb,4.5,219.67,176.474
Date_0694,Place_0694,mb,4.5,176.35,147.674
Date_0695,Place_0695,mb,4.5,113.38,211.058
Date_0696,Place_0696,mb,4.9,111.82,89.627
Date_0697,Place_0697,mb,4.2,176.78,176.808
Date_0698,Place_0698,mwr,4.4,42.42,57.49
Date_0699,Place_0699,mwr,4.8,23.16,214.505
Date_0700,Place_0700,mwr,4.5,9.81,218.286
Date_0701,Place_0701,mwr,4.3,113.62,45.481
Date_0702,Place_0702,mwr,4.6,105.72,13.678
Date_0703,Place_0703,mwr,4.6,137.48,42.145
Date_0704,Place_0704,mb,3.8,211.36,283.115
Date_0705,Place_0705,mb,4.3,115.09,53.598
Date_0706,Place_0706,mwr,4.0,201.15,189.93
Date_0707,Place_0707,mwr,4.2,195.79,167.245
Date_0708,Place_0708,mb,4.3,20.54,48.594
Date_0709,Place_0709,mb,4.3,205.65,174.695
Date_0710,Place_0710,mb,4.6,102.44,23.797
Date_0711,Place_0711,mb,3.9,120.07,106.974
Date_0712,Place_0712,mb,4.0,205.13,185.259
Date_0713,Place_0713,mb,4.2,84.96,85.735
Date_0714,Place_0714,mwr,4.2,12.33,70.056
Date_0715,Place_0715,mwr,4.4,23.14,105.084
Date_0716,Place_0716,mb,4.4,106.87,87.626
Date_0717,Place_0717,mb,4.4,44.8,51.152
Date_0718,Place_0718,mb,4.4,129.37,227.404
Date_0719,Place_0719,mb,4.4,100.71,20.572
Date_0720,Place_0720,mb,4.2,84.43,89.071
Date_0721,Place_0721,mb,4.3,51.87,68.388
Date_0722,Place_0722,mwr,4.7,131.14,53.71
Date_0723,Place_0723,mwr,4.5,140.51,24.909
Date_0724,Place_0724,mb,4.6,203.49,212.17
Date_0725,Place_0725,mb,4.4,94.03,181.256
Date_0726,Place_0726,mwr,4.6,10.0,687.216
Date_0727,Place_0727,mb,4.3,196.42,173.694
Date_0728,Place_0728,ml,4.0,33.2,33.805
Date_0729,Place_0729,mb,4.3,139.72,68.499
Date_0730,Place_0730,mwr,4.4,64.31,28.912
Date_0731,Place_0731,mwr,4.0,25.68,90.406
Date_0732,Place_0732,mb,4.1,114.86,47.149
Date_0733,Place_0733,mwr,4.1,35.0,32.47
Date_0734,Place_0734,mwr,4.3,35.0,46.482
Date_0735,Place_0735,ml,3.9,231.43,164.576
Date_0736,Place_0736,ml,3.1,35.0,56.156
Date_0737,Place_0737,mb,4.4,68.59,29.913
Date_0738,Place_0738,mb,4.4,192.53,204.83
Date_0739,Place_0739,mwr,4.3,182.14,179.032
Date_0740,Place_0740,mb,4.5,243.79,170.914
Date_0741,Place_0741,ml,3.6,31.11,52.264
Date_0742,Place_0742,mb,4.6,200.32,117.316
Date_0743,Place_0743,mwr,4.7,185.98,217.062
Date_0744,Place_0744,mb,4.1,38.17,59.937
Date_0745,Place_0745,mwr,4.4,51.64,25.91
Date_0746,Place_0746,mb,4.5,206.85,162.908
Date_0747,Place_0747,mb,4.3,152.6,43.813
Date_0748,Place_0748,mb,4.4,186.78,43.479
Date_0749,Place_0749,mwr,4.7,38.3,28.022
Date_0750,Place_0750,mb,4.4,196.8,162.797
Date_0751,Place_0751,mb,4.3,104.28,12.232
Date_0752,Place_0752,mb,4.2,10.0,45.036
Date_0753,Place_0753,mb,4.3,17.83,30.135
Date_0754,Place_0754,mwr,4.1,3.6,39.921
Date_0755,Place_0755,mb,4.4,71.49,28.356
Date_0756,Place_0756,mwr,4.1,24.21,31.581
Date_0757,Place_0757,mwr,4.6,170.29,182.59
Date_0758,Place_0758,mwr,4.3,174.4,175.807
Date_0759,Place_0759,mww,5.2,141.43,321.702
Date_0760,Place_0760,mb,4.6,173.45,179.366
Date_0761,Place_0761,mb,4.1,24.15,58.491
Date_0762,Place_0762,mb,4.3,31.84,17.792
Date_0763,Place_0763,mb,4.1,265.12,263.655
Date_0764,Place_0764,mb,4.2,10.0,368.294
Date_0765,Place_0765,mwr,4.5,10.0,288.675
Date_0766,Place_0766,mb,4.3,39.42,89.071
Date_0767,Place_0767,mb,3.9,88.82,32.137
Date_0768,Place_0768,mb,3.8,66.39,39.476
Date_0769,Place_0769,mww,5.2,106.66,86.736
Date_0770,Place_0770,mb,4.1,121.37,70.723
Date_0771,Place_0771,mb,4.6,193.32,172.805
Date_0772,Place_0772,mb,4.5,10.0,38.698
Date_0773,Place_0773,mb,4.3,143.95,102.86
Date_0774,Place_0774,mb,4.2,229.38,119.095
Date_0775,Place_0775,mb,4.4,101.87,47.26
Date_0776,Place_0776,mb,4.7,127.3,235.522
Date_0777,Place_0777,mb,4.1,35.0,168.69
Date_0778,Place_0778,mb,4.3,198.89,172.471
Date_0779,Place_0779,mb,4.3,10.0,262.543
Date_0780,Place_0780,mb,4.5,10.0,250.089
Date_0781,Place_0781,mwr,4.2,4.48,68.499
Date_0782,Place_0782,mwr,4.4,121.83,72.947
Date_0783,Place_0783,mww,5.5,14.0,246.308
Date_0784,Place_0784,mb,4.4,196.57,176.03
Date_0785,Place_0785,mwr,4.3,134.37,31.692
Date_0786,Place_0786,mwr,4.2,108.24,23.13
Date_0787,Place_0787,mwr,3.9,22.35,82.622
Date_0788,Place_0788,mwr,4.4,10.0,146.006
Date_0789,Place_0789,mwr,4.4,172.45,73.503
Date_0790,Place_0790,mb,4.3,272.42,251.423
Date_0791,Place_0791,mb,4.4,186.57,189.596
Date_0792,Place_0792,mwr,4.4,110.47,46.037
Date_0793,Place_0793,mwr,4.6,39.95,63.05
Date_0794,Place_0794,mwr,4.2,35.0,55.044
Date_0795,Place_0795,mwr,4.6,114.24,90.517
Date_0796,Place_0796,mb,4.0,23.59,118.762
Date_0797,Place_0797,mb,4.5,144.53,94.965
Date_0798,Place_0798,mb,4.5,168.72,183.258
Date_0799,Place_0799,mwr,4.3,131.2,85.29
Date_0800,Place_0800,mwr,4.4,85.97,110.978
Date_0801,Place_0801,ml,3.5,42.41,74.393
Date_0802,Place_0802,mb,4.1,142.4,44.258
Date_0803,Place_0803,mwr,4.1,108.51,19.46
Date_0804,Place_0804,mwr,4.4,24.65,60.604
Date_0805,Place_0805,mwr,4.9,39.0,71.613
Date_0806,Place_0806,mb,4.3,135.06,72.947
Date_0807,Place_0807,mwr,4.5,14.96,418.001
Date_0808,Place_0808,mb,4.3,10.0,416.666
Date_0809,Place_0809,mwr,4.8,126.15,102.526
Date_0810,Place_0810,mwr,4.2,10.0,83.4
Date_0811,Place_0811,mb,4.5,198.35,213.059
Date_0812,Place_0812,mb,4.3,21.86,69.278
Date_0813,Place_0813,mb,4.1,164.79,109.198
Date_0814,Place_0814,ml,3.6,39.7,51.486
Date_0815,Place_0815,mb,4.4,10.0,36.362
Date_0816,Place_0816,mb,4.3,218.75,154.679
Date_0817,Place_0817,mwr,4.4,96.16,22.685
Date_0818,Place_0818,mb,4.3,14.59,171.248
Date_0819,Place_0819,mb,4.0,42.1,9.118
Date_0820,Place_0820,mb,4.4,42.27,65.942
Date_0821,Place_0821,mb,4.3,262.74,244.306
Date_0822,Place_0822,mb,4.4,212.9,180.7
Date_0823,Place_0823,mwr,5.0,26.1,44.146
Date_0824,Place_0824,mb,4.2,241.12,165.466
Date_0825,Place_0825,mb,4.6,39.37,95.966
Date_0826,Place_0826,mwr,4.5,41.67,17.125
Date_0827,Place_0827,mb,4.4,196.81,167.578
Date_0828,Place_0828,mb,4.1,36.33,19.349
Date_0829,Place_0829,mb,4.1,130.38,152.01
Date_0830,Place_0830,mwr,4.8,10.0,40.143
Date_0831,Place_0831,mb,4.4,10.0,144.449
Date_0832,Place_0832,mb,4.2,203.26,172.805
Date_0833,Place_0833,mwr,5.1,51.11,43.257
Date_0834,Place_0834,mb,4.3,136.49,250.867
Date_0835,Place_0835,mwr,4.8,96.15,35.695
Date_0836,Place_0836,mb,4.4,224.22,188.15
Date_0837,Place_0837,mb,4.2,10.0,257.428
Date_0838,Place_0838,mb,4.7,177.81,191.042
Date_0839,Place_0839,mb,4.2,107.63,33.471
Date_0840,Place_0840,ml,3.7,50.73,51.152
Date_0841,Place_0841,mb,4.3,10.0,109.421
Date_0842,Place_0842,mb,4.2,191.61,166.244
Date_0843,Place_0843,mb,4.3,202.71,152.455
Date_0844,Place_0844,mb,4.4,167.27,151.677
Date_0845,Place_0845,mb,4.2,35.0,90.628
Date_0846,Place_0846,mb,4.2,119.81,124.21
Date_0847,Place_0847,mb,4.2,269.48,231.296
Date_0848,Place_0848,mwr,4.3,175.7,180.478
Date_0849,Place_0849,mb,4.3,39.98,22.574
Date_0850,Place_0850,mwr,4.7,17.27,32.693
Date_0851,Place_0851,mb,4.1,126.73,85.958
Date_0852,Place_0852,mww,4.9,170.88,193.488
Date_0853,Place_0853,mww,5.2,58.5,69.5
Date_0854,Place_0854,mwr,4.3,57.83,58.158
Date_0855,Place_0855,mwr,4.5,116.76,63.495
Date_0856,Place_0856,mwr,4.2,56.66,73.837
Date_0857,Place_0857,mwr,4.1,10.0,141.446
Date_0858,Place_0858,mwr,4.2,10.0,146.006
Date_0859,Place_0859,mb,4.3,257.97,251.201
Date_0860,Place_0860,mwr,4.5,106.06,173.25
Date_0861,Place_0861,mb,4.2,118.88,126.323
Date_0862,Place_0862,ml,4.0,64.79,23.574
Date_0863,Place_0863,mwr,4.5,28.15,49.262
Date_0864,Place_0864,ml,3.1,133.98,101.081
Date_0865,Place_0865,mb,4.1,89.12,101.97
Date_0866,Place_0866,mb,4.5,211.0,159.683
Date_0867,Place_0867,mb,4.4,256.88,227.07
Date_0868,Place_0868,mb,4.3,62.63,102.749
Date_0869,Place_0869,mb,4.3,166.86,137.554
Date_0870,Place_0870,mb,4.3,220.81,134.886
Date_0871,Place_0871,mww,5.7,109.48,5.894
Date_0872,Place_0872,mb,4.3,10.0,119.985
Date_0873,Place_0873,mb,4.0,199.47,165.466
Date_0874,Place_0874,mb,4.6,18.04,24.575
Date_0875,Place_0875,mb,4.4,185.52,176.919
Date_0876,Place_0876,mwr,3.8,30.01,15.568
Date_0877,Place_0877,ml,2.9,47.69,38.142
Date_0878,Place_0878,mb,4.4,90.29,139.89
Date_0879,Place_0879,mb,4.6,211.32,160.906
Date_0880,Place_0880,mb,4.4,10.0,45.592
Date_0881,Place_0881,mb,4.2,276.88,181.701
Date_0882,Place_0882,mb,4.2,234.78,135.219
Date_0883,Place_0883,mb,4.4,16.14,38.809
Date_0884,Place_0884,mb,4.8,10.0,34.361
Date_0885,Place_0885,mb,4.9,10.0,35.584
Date_0886,Place_0886,mb,5.3,10.0,28.801
Date_0887,Place_0887,mb,4.8,10.0,40.254
Date_0888,Place_0888,mb,4.9,10.0,39.476
Date_0889,Place_0889,mww,6.4,20.81,33.694
Date_0890,Place_0890,mb,4.3,104.43,81.51
Date_0891,Place_0891,mb,4.3,224.75,167.134
Date_0892,Place_0892,mb,4.9,32.77,43.924
Date_0893,Place_0893,mb,4.5,119.59,99.302
Date_0894,Place_0894,mb,4.6,48.76,57.157
Date_0895,Place_0895,mwr,4.7,94.17,31.803
Date_0896,Place_0896,mb,4.5,220.11,184.258
Date_0897,Place_0897,mb,4.6,158.58,250.756
Date_0898,Place_0898,mb,4.2,15.74,435.348
Date_0899,Place_0899,mww,5.1,58.84,40.699
Date_0900,Place_0900,mb,4.6,200.31,148.563
Date_0901,Place_0901,mb,4.7,10.0,547.66
Date_0902,Place_0902,mb,4.1,249.13,278.445
Date_0903,Place_0903,mb,4.2,119.39,248.643
Date_0904,Place_0904,mb,4.4,172.4,188.15
Date_0905,Place_0905,mb,4.9,117.3,55.489
Date_0906,Place_0906,mb,4.1,105.89,67.276
Date_0907,Place_0907,mwr,4.8,105.08,59.714
Date_0908,Place_0908,mwr,4.6,199.67,194.378
Date_0909,Place_0909,mwr,4.3,41.52,38.253
Date_0910,Place_0910,mww,6.1,217.0,203.496
Date_0911,Place_0911,mwr,4.2,117.29,83.289
Date_0912,Place_0912,mb,4.3,96.4,3.67
Date_0913,Place_0913,mb,4.5,200.29,152.233
Date_0914,Place_0914,ml,2.6,43.4,37.697
Date_0915,Place_0915,mb,4.0,21.11,42.034
Date_0916,Place_0916,mwr,4.2,27.62,37.252
Date_0917,Place_0917,mb,4.4,28.78,59.826
Date_0918,Place_0918,mb,4.3,180.8,184.703
Date_0919,Place_0919,mb,4.2,109.11,56.601
Date_0920,Place_0920,mwr,4.8,101.36,15.568
Date_0921,Place_0921,mb,4.2,190.35,172.471
Date_0922,Place_0922,mb,4.6,212.21,174.918
Date_0923,Place_0923,mwr,4.6,105.31,81.287
Date_0924,Place_0924,mb,4.3,10.0,54.71
Date_0925,Place_0925,ml,3.9,10.0,120.652
Date_0926,Place_0926,mwr,4.2,10.0,143.226
Date_0927,Place_0927,mb,4.4,198.65,180.144
Date_0928,Place_0928,mb,4.3,168.16,185.815
Date_0929,Place_0929,mb,4.0,62.42,161.018
Date_0930,Place_0930,mwr,4.4,98.34,12.454
Date_0931,Place_0931,mb,4.5,37.61,33.138
Date_0932,Place_0932,mb,4.2,196.79,181.145
Date_0933,Place_0933,mb,4.5,96.06,93.742
Date_0934,Place_0934,mwr,4.0,113.02,63.384
Date_0935,Place_0935,mb,4.4,171.0,174.584
Date_0936,Place_0936,mb,4.3,121.88,44.035
Date_0937,Place_0937,mb,4.5,111.58,85.846
Date_0938,Place_0938,mb,4.3,284.27,147.006
Date_0939,Place_0939,mb,4.4,10.0,100.525
Date_0940,Place_0940,mww,4.8,107.55,43.257
Date_0941,Place_0941,mwr,4.6,92.47,23.463
Date_0942,Place_0942,mb,4.3,206.35,159.683
Date_0943,Place_0943,ml,3.8,228.43,178.698
Date_0944,Place_0944,mwr,4.5,10.0,139.334
Date_0945,Place_0945,mb,4.0,132.08,74.838
Date_0946,Place_0946,mb,4.3,10.0,147.562
Date_0947,Place_0947,mb,4.2,255.28,224.402
Date_0948,Place_0948,mb,4.0,24.73,69.055
Date_0949,Place_0949,mwr,4.3,10.0,141.558
Date_0950,Place_0950,mb,4.4,10.0,143.337
Date_0951,Place_0951,mwr,4.1,10.0,161.574
Date_0952,Place_0952,mb,4.3,44.55,11.12
Date_0953,Place_0953,mwr,4.4,10.0,155.68
Date_0954,Place_0954,mb,4.3,198.22,159.35
Date_0955,Place_0955,mb,3.4,122.38,58.714
Date_0956,Place_0956,mwr,4.0,10.0,143.893
Date_0957,Place_0957,mwr,4.4,10.0,161.574
Date_0958,Place_0958,mb,4.5,10.0,151.454
Date_0959,Place_0959,mb,4.3,10.0,154.902
Date_0960,Place_0960,mb,5.0,10.0,154.012
Date_0961,Place_0961,mb,4.8,10.0,142.781
Date_0962,Place_0962,mww,6.7,10.0,146.673
Date_0963,Place_0963,mwr,4.2,35.99,11.454
Date_0964,Place_0964,mww,5.1,110.76,69.166
Date_0965,Place_0965,mb,4.3,192.27,68.499
Date_0966,Place_0966,mb,4.2,135.35,90.183
Date_0967,Place_0967,mb,4.3,102.43,139.222
Date_0968,Place_0968,mwr,4.5,235.27,219.731
Date_0969,Place_0969,mb,4.6,217.29,176.586
Date_0970,Place_0970,mb,4.3,10.0,287.452
Date_0971,Place_0971,mb,4.7,10.0,285.562
Date_0972,Place_0972,mb,4.5,63.84,140.112
Date_0973,Place_0973,mb,4.3,25.43,53.932
Date_0974,Place_0974,mb,4.6,33.81,196.379
Date_0975,Place_0975,mwr,4.3,199.09,179.143
Date_0976,Place_0976,mwr,4.2,110.97,74.17
Date_0977,Place_0977,mwr,4.4,47.21,53.154
Date_0978,Place_0978,mb,4.1,277.47,169.691
Date_0979,Place_0979,mwr,4.5,21.03,92.963
Date_0980,Place_0980,mb,4.1,70.62,40.032
Date_0981,Place_0981,mwr,4.3,168.18,182.479
Date_0982,Place_0982,mb,4.2,221.31,176.141
Date_0983,Place_0983,mwr,4.2,96.66,29.246
Date_0984,Place_0984,mb,4.1,34.7,73.281
Date_0985,Place_0985,mb,4.1,200.12,68.833
Date_0986,Place_0986,mb,4.4,219.25,165.91
Date_0987,Place_0987,mb,4.2,186.17,176.363
Date_0988,Place_0988,ml,1.8,20.11,35.584
Date_0989,Place_0989,mb,4.2,117.68,51.819
Date_0990,Place_0990,mb,4.3,91.04,4.893
Date_0991,Place_0991,mb,4.0,121.25,62.161
Date_0992,Place_0992,mb,4.0,176.32,171.248
Date_0993,Place_0993,mb,4.3,243.79,138.11
Date_0994,Place_0994,mb,4.5,217.24,167.134
Date_0995,Place_0995,mww,5.2,10.0,599.924
Date_0996,Place_0996,mwr,4.3,20.05,170.581
Date_0997,Place_0997,mb,4.1,195.57,185.815
Date_0998,Place_0998,ml,3.9,57.91,27.578
Date_0999,Place_0999,mb,4.4,112.78,140.668
Date_1000,Place_1000,mb,4.3,166.35,47.594
Date_1001,Place_1001,mwr,4.3,53.57,24.353
Date_1002,Place_1002,mwr,4.0,18.49,187.928
Date_1003,Place_1003,mb,4.5,13.64,39.365
Date_1004,Place_1004,mb,4.3,10.0,40.143
Date_1005,Place_1005,mwr,4.3,122.66,44.925
Date_1006,Place_1006,mb,4.3,185.2,146.784
Date_1007,Place_1007,mb,4.0,172.84,313.473
Date_1008,Place_1008,mb,4.0,35.0,49.15
Date_1009,Place_1009,mb,4.3,14.66,71.835
Date_1010,Place_1010,mb,4.1,129.56,15.123
Date_1011,Place_1011,mww,6.0,114.0,55.155
Date_1012,Place_1012,mb,4.2,232.61,135.33
Date_1013,Place_1013,mb,4.4,114.29,84.846
Date_1014,Place_1014,mb,3.9,69.5,30.58
Date_1015,Place_1015,mb,4.3,103.83,69.834
Date_1016,Place_1016,mb,4.8,182.78,174.139
Date_1017,Place_1017,mb,4.4,198.69,207.944
Date_1018,Place_1018,mwr,4.5,20.88,81.287
Date_1019,Place_1019,mwr,3.8,35.0,72.614
